time, volts 
312.779 , 8.69936
313 , 10.6994
313.404 , -4.30064
313.652 , -3.30064
314.043 , 9.69936
314.315 , 5.69936
314.727 , 2.69936
314.966 , 14.6994
315.388 , 38.6994
315.623 , 18.6994
316 , -15.3006
316.233 , -5.30064
316.668 , 14.6994
316.887 , 20.6994
317.325 , 8.69936
317.519 , -14.3006
317.931 , -38.3006
318.148 , -44.3006
318.526 , -38.3006
318.716 , -8.30064
319.146 , 25.6994
319.392 , 25.6994
319.844 , 7.69936
320.032 , 5.69936
320.469 , 2.69936
320.683 , 4.69936
321.077 , 7.69936
321.277 , 5.69936
321.716 , 6.69936
321.926 , 4.69936
322.321 , -14.3006
322.524 , -40.3006
322.937 , -50.3006
323.103 , -29.3006
323.453 , 12.6994
323.653 , 29.6994
324.03 , 49.6994
324.264 , 39.6994
324.636 , -6.30064
324.851 , -48.3006
325.273 , -51.3006
325.472 , -20.3006
325.82 , 9.69936
326.047 , 15.6994
326.169 , 8.69936
326.36 , -1.30064
326.781 , -52.3006
326.972 , -24.3006
327.37 , -29.3006
327.536 , -6.30064
327.955 , 0.699365
328.149 , 9.69936
328.558 , 35.6994
328.753 , 36.6994
329.173 , 33.6994
329.376 , 30.6994
329.765 , 6.69936
329.947 , 6.69936
330.316 , -28.3006
330.576 , -16.3006
330.984 , -43.3006
331.197 , -22.3006
331.633 , -16.3006
331.844 , -6.30064
332.232 , -8.30064
332.423 , -4.30064
332.793 , 15.6994
333.044 , 11.6994
333.456 , 22.6994
333.687 , 24.6994
334.105 , 10.6994
334.346 , -6.30064
334.768 , -27.3006
335.002 , -11.3006
335.417 , -9.30064
335.662 , 6.69936
336.084 , 32.6994
336.291 , 7.69936
336.695 , -10.3006
336.95 , -4.30064
337.349 , 1.69936
337.553 , 12.6994
337.951 , 10.6994
338.213 , 19.6994
338.607 , 2.69936
338.834 , -23.3006
339.245 , -69.3006
339.507 , -8.30064
339.892 , 28.6994
340.179 , 33.6994
340.612 , 7.69936
340.882 , -15.3006
341.283 , -35.3006
341.521 , -20.3006
341.918 , -4.30064
342.165 , 0.699365
342.608 , -0.300635
342.866 , -4.30064
343.317 , 11.6994
343.584 , 10.6994
344.036 , -5.30064
344.266 , -2.30064
344.69 , 2.69936
344.958 , -0.300635
345.372 , -2.30064
345.644 , 10.6994
346.046 , 19.6994
346.242 , 16.6994
346.666 , -27.3006
346.902 , -36.3006
347.318 , -0.300635
347.615 , 22.6994
348.053 , -1.30064
348.348 , -16.3006
348.782 , -48.3006
349.045 , -34.3006
349.42 , -12.3006
349.692 , 3.69936
350.111 , 29.6994
350.379 , 43.6994
350.788 , 27.6994
351.041 , 32.6994
351.459 , 34.6994
351.686 , 24.6994
352.08 , -26.3006
352.338 , -44.3006
352.779 , -36.3006
353 , -0.300635
353.404 , 4.69936
353.652 , -9.30064
354.043 , -1.30064
354.315 , -0.300635
354.727 , -16.3006
354.966 , -25.3006
355.388 , -27.3006
355.623 , -12.3006
356 , -2.30064
356.233 , 5.69936
356.668 , 21.6994
356.887 , 35.6994
357.325 , 51.6994
357.519 , 39.6994
357.931 , 17.6994
358.148 , 10.6994
358.526 , -36.3006
358.716 , -52.3006
359.146 , -80.3006
359.392 , -49.3006
359.844 , -23.3006
360.032 , 8.69936
360.469 , 50.6994
360.683 , 42.6994
361.077 , 21.6994
361.277 , 4.69936
361.716 , -17.3006
361.926 , -25.3006
362.321 , -29.3006
362.524 , -30.3006
362.937 , -31.3006
363.103 , -11.3006
363.453 , 8.69936
363.653 , 9.69936
364.03 , 26.6994
364.264 , 41.6994
364.636 , 50.6994
364.851 , 48.6994
365.273 , 4.69936
365.472 , -28.3006
365.82 , -66.3006
366.047 , -79.3006
366.169 , -69.3006
366.36 , -33.3006
366.781 , 4.69936
366.972 , 24.6994
367.37 , 24.6994
367.536 , 15.6994
367.955 , 0.699365
368.149 , 15.6994
368.558 , 49.6994
368.753 , 42.6994
369.173 , 12.6994
369.376 , 4.69936
369.765 , -17.3006
369.947 , -2.30064
370.316 , -43.3006
370.576 , -42.3006
370.984 , -110.301
371.197 , -92.3006
371.633 , -20.3006
371.844 , 13.6994
372.232 , 25.6994
372.423 , 20.6994
372.793 , 43.6994
373.044 , 44.6994
373.456 , 32.6994
373.687 , 15.6994
374.105 , -20.3006
374.346 , -11.3006
374.768 , -14.3006
375.002 , -37.3006
375.417 , -90.3006
375.662 , -70.3006
376.084 , -17.3006
376.291 , 7.69936
376.695 , 28.6994
376.95 , 26.6994
377.349 , 11.6994
377.553 , 11.6994
377.951 , 3.69936
378.213 , 14.6994
378.607 , 11.6994
378.834 , -5.30064
379.245 , -71.3006
379.507 , -47.3006
379.892 , 3.69936
380.179 , 16.6994
380.612 , 16.6994
380.882 , 18.6994
381.283 , 42.6994
381.521 , 27.6994
381.918 , -16.3006
382.165 , -43.3006
382.608 , -81.3006
382.866 , -73.3006
383.317 , -11.3006
383.584 , 31.6994
384.036 , 38.6994
384.266 , 28.6994
384.69 , -8.30064
384.958 , -12.3006
385.372 , -6.30064
385.644 , 5.69936
386.046 , 12.6994
386.242 , -4.30064
386.666 , -54.3006
386.902 , -33.3006
387.318 , 11.6994
387.615 , 32.6994
388.053 , 29.6994
388.348 , 20.6994
388.782 , 16.6994
389.045 , 7.69936
389.42 , -11.3006
389.692 , -23.3006
390.111 , -7.30064
390.379 , -1.30064
390.788 , -15.3006
391.041 , -10.3006
391.459 , 2.69936
391.686 , 14.6994
392.08 , 17.6994
392.338 , 7.69936
392.779 , -12.3006
393 , -2.30064
393.404 , 28.6994
393.652 , 37.6994
394.043 , 31.6994
394.315 , 11.6994
394.727 , -4.30064
394.966 , 1.69936
395.388 , -22.3006
395.623 , -35.3006
396 , -36.3006
396.233 , -14.3006
396.668 , 5.69936
396.887 , 8.69936
397.325 , 18.6994
397.519 , 14.6994
397.931 , 24.6994
398.148 , 22.6994
398.526 , 2.69936
398.716 , 2.69936
399.146 , -3.30064
399.392 , 2.69936
399.844 , -6.30064
400.032 , -4.30064
400.469 , 5.69936
400.683 , -5.30064
401.077 , -17.3006
401.277 , -18.3006
401.716 , 1.69936
401.926 , 16.6994
402.321 , 13.6994
402.524 , 1.69936
402.937 , -5.30064
403.103 , 11.6994
403.453 , 24.6994
403.653 , 18.6994
404.03 , 19.6994
404.264 , 15.6994
404.636 , 2.69936
404.851 , -7.30064
405.273 , -22.3006
405.472 , -15.3006
405.82 , -10.3006
406.047 , -7.30064
406.169 , -1.30064
406.36 , 1.69936
406.781 , -6.30064
406.972 , 0.699365
407.37 , -5.30064
407.536 , 2.69936
407.955 , 14.6994
408.149 , 12.6994
408.558 , -2.30064
408.753 , -9.30064
409.173 , 1.69936
409.376 , 16.6994
409.765 , 32.6994
409.947 , 28.6994
410.316 , -32.3006
410.576 , -13.3006
410.984 , 5.69936
411.197 , 11.6994
411.633 , -26.3006
411.844 , -30.3006
412.232 , -30.3006
412.423 , -4.30064
412.793 , 11.6994
413.044 , 1.69936
413.456 , -7.30064
413.687 , 1.69936
414.105 , 28.6994
414.346 , 15.6994
414.768 , 3.69936
415.002 , 0.699365
415.417 , -22.3006
415.662 , -12.3006
416.084 , 20.6994
416.291 , 38.6994
416.695 , 21.6994
416.95 , 15.6994
417.349 , -11.3006
417.553 , -12.3006
417.951 , -40.3006
418.213 , -36.3006
418.607 , -42.3006
418.834 , -10.3006
419.245 , 23.6994
419.507 , 22.6994
419.892 , 14.6994
420.179 , 14.6994
420.612 , 16.6994
420.882 , 20.6994
421.283 , 6.69936
421.521 , -18.3006
421.918 , -70.3006
422.165 , -52.3006
422.608 , -10.3006
422.866 , -3.30064
423.317 , 15.6994
423.584 , 17.6994
424.036 , 18.6994
424.266 , 21.6994
424.69 , 13.6994
424.958 , 1.69936
425.372 , -36.3006
425.644 , -85.3006
426.046 , -56.3006
426.242 , -18.3006
426.666 , 20.6994
426.902 , 24.6994
427.318 , 38.6994
427.615 , 30.6994
428.053 , 17.6994
428.348 , 18.6994
428.782 , 11.6994
429.045 , 15.6994
429.42 , -7.30064
429.692 , -38.3006
430.111 , -28.3006
430.379 , -11.3006
430.788 , 2.69936
431.041 , 15.6994
431.459 , 31.6994
431.686 , 23.6994
432.08 , -29.3006
432.338 , -37.3006
432.779 , -11.3006
433 , 25.6994
433.404 , 31.6994
433.652 , 7.69936
434.043 , 1.69936
434.315 , 3.69936
434.727 , 1.69936
434.966 , -2.30064
435.388 , -9.30064
435.623 , -3.30064
436 , 2.69936
436.233 , 5.69936
436.668 , -1.30064
436.887 , 12.6994
437.325 , 47.6994
437.519 , 42.6994
437.931 , 3.69936
438.148 , -1.30064
438.526 , -11.3006
438.716 , -8.30064
439.146 , -38.3006
439.392 , -35.3006
439.844 , -40.3006
440.032 , -31.3006
440.469 , 2.69936
440.683 , 16.6994
441.077 , 40.6994
441.277 , 46.6994
441.716 , 41.6994
441.926 , 22.6994
442.321 , -20.3006
442.524 , -22.3006
442.937 , -23.3006
443.103 , -9.30064
443.453 , -9.30064
443.653 , -27.3006
444.03 , -43.3006
444.264 , -26.3006
444.636 , 9.69936
444.851 , 30.6994
445.273 , 39.6994
445.472 , 17.6994
445.82 , 2.69936
446.047 , 4.69936
446.169 , -0.300635
446.36 , 1.69936
446.781 , -6.30064
446.972 , -5.30064
447.37 , -24.3006
447.536 , -4.30064
447.955 , 19.6994
448.149 , 15.6994
448.558 , 19.6994
448.753 , 5.69936
449.173 , -19.3006
449.376 , -25.3006
449.765 , -40.3006
449.947 , -13.3006
450.316 , 37.6994
450.576 , 39.6994
450.984 , 47.6994
451.197 , 12.6994
451.633 , 0.699365
451.844 , 12.6994
452.232 , 5.69936
452.423 , -13.3006
452.793 , -45.3006
453.044 , -23.3006
453.456 , -7.30064
453.687 , -0.300635
454.105 , 11.6994
454.346 , 13.6994
454.768 , 11.6994
455.002 , 10.6994
455.417 , -16.3006
455.662 , 1.69936
456.084 , 18.6994
456.291 , -3.30064
456.695 , -20.3006
456.95 , -5.30064
457.349 , 2.69936
457.553 , 2.69936
457.951 , -20.3006
458.213 , -3.30064
458.607 , 23.6994
458.834 , 30.6994
459.245 , 45.6994
459.507 , 20.6994
459.892 , -19.3006
460.179 , -50.3006
460.612 , -99.3006
460.882 , -67.3006
461.283 , -9.30064
461.521 , 17.6994
461.918 , 44.6994
462.165 , 39.6994
462.608 , 30.6994
462.866 , 21.6994
463.317 , 13.6994
463.584 , 8.69936
464.036 , -5.30064
464.266 , -2.30064
464.69 , -1.30064
464.958 , -4.30064
465.372 , -11.3006
465.644 , -12.3006
466.046 , -19.3006
466.242 , -21.3006
466.666 , -44.3006
466.902 , -12.3006
467.318 , 31.6994
467.615 , 44.6994
468.053 , 29.6994
468.348 , 29.6994
468.782 , 0.699365
469.045 , -18.3006
469.42 , -24.3006
469.692 , -14.3006
470.111 , 5.69936
470.379 , 9.69936
470.788 , 8.69936
471.041 , 26.6994
471.459 , 29.6994
471.686 , 5.69936
472.08 , -39.3006
472.338 , -35.3006
472.779 , -30.3006
473 , 3.69936
473.404 , 13.6994
473.652 , 12.6994
474.043 , 10.6994
474.315 , 7.69936
474.727 , 11.6994
474.966 , 9.69936
475.388 , -2.30064
475.623 , -5.30064
476 , -17.3006
476.233 , -4.30064
476.668 , 1.69936
476.887 , 13.6994
477.325 , 24.6994
477.519 , -6.30064
477.931 , -21.3006
478.148 , -2.30064
478.526 , 27.6994
478.716 , 36.6994
479.146 , 18.6994
479.392 , 5.69936
479.844 , -43.3006
480.032 , -55.3006
480.469 , -56.3006
480.683 , -48.3006
481.077 , -5.30064
481.277 , -0.300635
481.716 , 18.6994
481.926 , 38.6994
482.321 , 117.699
482.524 , 103.699
482.937 , 6.69936
483.103 , -59.3006
483.453 , -95.3006
483.653 , -89.3006
484.03 , -57.3006
484.264 , -23.3006
484.636 , 37.6994
484.851 , 74.6994
485.273 , 98.6994
485.472 , 73.6994
485.82 , 22.6994
486.047 , -47.3006
486.169 , -106.301
486.36 , -110.301
486.781 , -135.301
486.972 , -109.301
487.37 , -23.3006
487.536 , 12.6994
487.955 , 84.6994
488.149 , 185.699
488.558 , 124.699
488.753 , 77.6994
489.173 , -239.301
489.376 , -431.301
489.765 , -460.301
489.947 , -339.301
490.316 , 12.6994
490.576 , 196.699
490.984 , 524.699
491.197 , 601.699
491.633 , 591.699
491.844 , 429.699
492.232 , -122.301
492.423 , -537.301
492.793 , -790.301
493.044 , -715.301
493.456 , -362.301
493.687 , -287.301
494.105 , 246.699
494.346 , 684.699
494.768 , 841.699
495.002 , 862.699
495.417 , 781.699
495.662 , 607.699
496.084 , 35.6994
496.291 , -476.301
496.695 , -780.301
496.95 , -800.301
497.349 , -636.301
497.553 , -509.301
497.951 , -111.301
498.213 , 59.6994
498.607 , 472.699
498.834 , 697.699
499.245 , 702.699
499.507 , 625.699
499.892 , 408.699
500.179 , 157.699
500.612 , -69.3006
500.882 , -155.301
501.283 , -338.301
501.521 , -377.301
501.918 , -353.301
502.165 , -299.301
502.608 , -178.301
502.866 , -103.301
503.317 , -17.3006
503.584 , 5.69936
504.036 , 23.6994
504.266 , 57.6994
504.69 , 190.699
504.958 , 300.699
505.372 , 380.699
505.644 , 271.699
506.046 , 92.6994
506.242 , 16.6994
506.666 , -212.301
506.902 , -253.301
507.318 , -257.301
507.615 , -246.301
508.053 , -246.301
508.348 , -163.301
508.782 , -69.3006
509.045 , -16.3006
509.42 , 54.6994
509.692 , 91.6994
510.111 , 131.699
510.379 , 140.699
510.788 , 115.699
511.041 , 99.6994
511.459 , 58.6994
511.686 , 5.69936
512.08 , -124.301
512.338 , -127.301
512.779 , -124.301
513 , -110.301
513.404 , -114.301
513.652 , -77.3006
514.043 , -32.3006
514.315 , 15.6994
514.727 , 51.6994
514.966 , 62.6994
515.388 , 44.6994
515.623 , 9.69936
516 , -15.3006
516.233 , -1.30064
516.668 , 3.69936
516.887 , 1.69936
517.325 , 10.6994
517.519 , 7.69936
517.931 , 4.69936
518.148 , -13.3006
518.526 , -27.3006
518.716 , -2.30064
519.146 , 38.6994
519.392 , 56.6994
519.844 , 50.6994
520.032 , 47.6994
520.469 , 19.6994
520.683 , -7.30064
521.077 , -34.3006
521.277 , -42.3006
521.716 , -57.3006
521.926 , -57.3006
522.321 , -75.3006
522.524 , -57.3006
522.937 , -23.3006
523.103 , -6.30064
523.453 , 18.6994
523.653 , 22.6994
524.03 , 36.6994
524.264 , 34.6994
524.636 , 43.6994
524.851 , 37.6994
525.273 , 39.6994
525.472 , 24.6994
525.82 , 22.6994
526.047 , 32.6994
526.169 , 27.6994
526.36 , 26.6994
526.781 , -47.3006
526.972 , -55.3006
527.37 , -81.3006
527.536 , -58.3006
527.955 , -63.3006
528.149 , -52.3006
528.558 , -62.3006
528.753 , -59.3006
529.173 , -16.3006
529.376 , 11.6994
529.765 , 36.6994
529.947 , 34.6994
530.316 , 67.6994
530.576 , 43.6994
530.984 , 76.6994
531.197 , 80.6994
531.633 , 9.69936
531.844 , 0.699365
532.232 , 2.69936
532.423 , 10.6994
532.793 , 17.6994
533.044 , 11.6994
533.456 , -5.30064
533.687 , -9.30064
534.105 , -47.3006
534.346 , -32.3006
534.768 , -73.3006
535.002 , -53.3006
535.417 , -55.3006
535.662 , -36.3006
536.084 , 17.6994
536.291 , 29.6994
536.695 , 50.6994
536.95 , 49.6994
537.349 , 38.6994
537.553 , 29.6994
537.951 , 6.69936
538.213 , 3.69936
538.607 , -19.3006
538.834 , -23.3006
539.245 , -43.3006
539.507 , -35.3006
539.892 , -11.3006
540.179 , -3.30064
540.612 , 8.69936
540.882 , 6.69936
541.283 , -6.30064
541.521 , -3.30064
541.918 , -2.30064
542.165 , -6.30064
542.608 , -27.3006
542.866 , -30.3006
543.317 , -10.3006
543.584 , 7.69936
544.036 , 20.6994
544.266 , 30.6994
544.69 , 21.6994
544.958 , 5.69936
545.372 , -32.3006
545.644 , -50.3006
546.046 , -38.3006
546.242 , -40.3006
546.666 , 31.6994
546.902 , 40.6994
547.318 , 64.6994
547.615 , 38.6994
548.053 , -2.30064
548.348 , -26.3006
548.782 , -42.3006
549.045 , -29.3006
549.42 , -1.30064
549.692 , -3.30064
550.111 , -8.30064
550.379 , -8.30064
550.788 , -12.3006
551.041 , 4.69936
551.459 , 25.6994
551.686 , 27.6994
552.08 , 42.6994
552.338 , 56.6994
552.779 , 37.6994
553 , 45.6994
553.404 , 22.6994
553.652 , 6.69936
554.043 , -12.3006
554.315 , -25.3006
554.727 , -65.3006
554.966 , -58.3006
555.388 , -8.30064
555.623 , 7.69936
556 , 10.6994
556.233 , 7.69936
556.668 , -11.3006
556.887 , -5.30064
557.325 , 15.6994
557.519 , 21.6994
557.931 , 22.6994
558.148 , 20.6994
558.526 , 4.69936
558.716 , 1.69936
559.146 , -0.300635
559.392 , 9.69936
559.844 , 0.699365
560.032 , -8.30064
560.469 , -13.3006
560.683 , -11.3006
561.077 , 10.6994
561.277 , 14.6994
561.716 , 23.6994
561.926 , 24.6994
562.321 , -23.3006
562.524 , -48.3006
562.937 , -33.3006
563.103 , -1.30064
563.453 , 15.6994
563.653 , 6.69936
564.03 , 13.6994
564.264 , 16.6994
564.636 , 14.6994
564.851 , 10.6994
565.273 , -29.3006
565.472 , -32.3006
565.82 , -20.3006
566.047 , -9.30064
566.169 , -4.30064
566.36 , -6.30064
566.781 , 0.699365
566.972 , 9.69936
567.37 , 25.6994
567.536 , 24.6994
567.955 , 34.6994
568.149 , 16.6994
568.558 , 19.6994
568.753 , 11.6994
569.173 , -2.30064
569.376 , -7.30064
569.765 , -22.3006
569.947 , -18.3006
570.316 , -70.3006
570.576 , -75.3006
570.984 , -68.3006
571.197 , -20.3006
571.633 , 25.6994
571.844 , 22.6994
572.232 , 6.69936
572.423 , -0.300635
572.793 , 10.6994
573.044 , 13.6994
573.456 , 18.6994
573.687 , 20.6994
574.105 , 13.6994
574.346 , 10.6994
574.768 , 17.6994
575.002 , 18.6994
575.417 , -54.3006
575.662 , -48.3006
576.084 , -49.3006
576.291 , -37.3006
576.695 , -5.30064
576.95 , -3.30064
577.349 , 0.699365
577.553 , 11.6994
577.951 , 6.69936
578.213 , 4.69936
578.607 , -42.3006
578.834 , -35.3006
579.245 , -6.30064
579.507 , 8.69936
579.892 , 13.6994
580.179 , 5.69936
580.612 , 7.69936
580.882 , 14.6994
581.283 , 69.6994
581.521 , 29.6994
581.918 , 9.69936
582.165 , -20.3006
582.608 , -39.3006
582.866 , -34.3006
583.317 , -35.3006
583.584 , -21.3006
584.036 , -3.30064
584.266 , 2.69936
584.69 , 0.699365
584.958 , -3.30064
585.372 , -1.30064
585.644 , 1.69936
586.046 , 2.69936
586.242 , 8.69936
586.666 , 28.6994
586.902 , 18.6994
587.318 , 5.69936
587.615 , 8.69936
588.053 , -0.300635
588.348 , -2.30064
588.782 , 3.69936
589.045 , 12.6994
589.42 , 12.6994
589.692 , 0.699365
590.111 , -1.30064
590.379 , 16.6994
590.788 , 13.6994
591.041 , 10.6994
591.459 , -24.3006
591.686 , -17.3006
592.08 , -29.3006
592.338 , -9.30064
592.779 , -8.30064
593 , -4.30064
593.404 , -5.30064
593.652 , -2.30064
594.043 , 10.6994
594.315 , 10.6994
594.727 , 18.6994
594.966 , 26.6994
595.388 , 26.6994
595.623 , 22.6994
596 , 12.6994
596.233 , 23.6994
596.668 , -7.30064
596.887 , -22.3006
597.325 , -33.3006
597.519 , -12.3006
597.931 , 12.6994
598.148 , -7.30064
598.526 , -45.3006
598.716 , -45.3006
599.146 , -24.3006
599.392 , 9.69936
599.844 , 24.6994
600.032 , 27.6994
600.469 , 6.69936
600.683 , -0.300635
601.077 , 3.69936
601.277 , 9.69936
601.716 , 10.6994
601.926 , 12.6994
602.321 , 9.69936
602.524 , 3.69936
602.937 , -9.30064
603.103 , -9.30064
603.453 , -6.30064
603.653 , -0.300635
604.03 , 22.6994
604.264 , 28.6994
604.636 , 12.6994
604.851 , -0.300635
605.273 , -31.3006
605.472 , -30.3006
605.82 , -21.3006
606.047 , -25.3006
606.169 , -15.3006
606.36 , -9.30064
606.781 , 8.69936
606.972 , 13.6994
607.37 , 14.6994
607.536 , 9.69936
607.955 , -4.30064
608.149 , -0.300635
608.558 , 8.69936
608.753 , 7.69936
609.173 , 11.6994
609.376 , 11.6994
609.765 , -15.3006
609.947 , -7.30064
610.316 , -4.30064
610.576 , 6.69936
610.984 , 30.6994
611.197 , 24.6994
611.633 , 17.6994
611.844 , 18.6994
612.232 , -9.30064
612.423 , -16.3006
612.793 , -19.3006
613.044 , -18.3006
613.456 , -19.3006
613.687 , -20.3006
614.105 , -31.3006
614.346 , -20.3006
614.768 , 3.69936
615.002 , 19.6994
615.417 , 28.6994
615.662 , 9.69936
616.084 , 38.6994
616.291 , 29.6994
616.695 , 29.6994
616.95 , 19.6994
617.349 , -21.3006
617.553 , -18.3006
617.951 , -20.3006
618.213 , -9.30064
618.607 , -29.3006
618.834 , -34.3006
619.245 , -27.3006
619.507 , -10.3006
619.892 , 2.69936
620.179 , -0.300635
620.612 , 6.69936
620.882 , 14.6994
621.283 , 18.6994
621.521 , 12.6994
621.918 , 1.69936
622.165 , 5.69936
622.608 , 23.6994
622.866 , 21.6994
623.317 , 24.6994
623.584 , 21.6994
624.036 , -14.3006
624.266 , -32.3006
624.69 , -85.3006
624.958 , -26.3006
625.372 , -10.3006
625.644 , 1.69936
626.046 , 18.6994
626.242 , 26.6994
626.666 , 47.6994
626.902 , 45.6994
627.318 , 31.6994
627.615 , 15.6994
628.053 , -9.30064
628.348 , -6.30064
628.782 , -25.3006
629.045 , -24.3006
629.42 , -19.3006
629.692 , -5.30064
630.111 , 16.6994
630.379 , 23.6994
630.788 , 19.6994
631.041 , 16.6994
631.459 , 15.6994
631.686 , 16.6994
632.08 , -10.3006
632.338 , 3.69936
632.779 , 9.69936
633 , 16.6994
633.404 , 10.6994
633.652 , 4.69936
634.043 , 2.69936
634.315 , -3.30064
634.727 , -21.3006
634.966 , -17.3006
635.388 , -5.30064
635.623 , 3.69936
636 , 2.69936
636.233 , 7.69936
636.668 , 6.69936
636.887 , 18.6994
637.325 , 43.6994
637.519 , 17.6994
637.931 , 4.69936
638.148 , -0.300635
638.526 , -24.3006
638.716 , -19.3006
639.146 , -21.3006
639.392 , 7.69936
639.844 , 14.6994
640.032 , 12.6994
640.469 , 22.6994
640.683 , 24.6994
641.077 , 23.6994
641.277 , 9.69936
641.716 , -26.3006
641.926 , -36.3006
642.321 , -53.3006
642.524 , -50.3006
642.937 , -36.3006
643.103 , 1.69936
643.453 , 16.6994
643.653 , 18.6994
644.03 , 15.6994
644.264 , 8.69936
644.636 , 6.69936
644.851 , 22.6994
645.273 , 37.6994
645.472 , 14.6994
645.82 , -2.30064
646.047 , -4.30064
646.169 , -1.30064
646.36 , 0.699365
646.781 , 1.69936
646.972 , 4.69936
647.37 , -5.30064
647.536 , 0.699365
647.955 , 4.69936
648.149 , 1.69936
648.558 , 2.69936
648.753 , -4.30064
649.173 , -16.3006
649.376 , -4.30064
649.765 , 2.69936
649.947 , 9.69936
650.316 , 41.6994
650.576 , 30.6994
650.984 , 28.6994
651.197 , 10.6994
651.633 , -32.3006
651.844 , -26.3006
652.232 , -5.30064
652.423 , 4.69936
652.793 , 30.6994
653.044 , 16.6994
653.456 , 14.6994
653.687 , 6.69936
654.105 , 2.69936
654.346 , 2.69936
654.768 , 16.6994
655.002 , 9.69936
655.417 , -42.3006
655.662 , -39.3006
656.084 , -65.3006
656.291 , -42.3006
656.695 , 14.6994
656.95 , 24.6994
657.349 , 23.6994
657.553 , 15.6994
657.951 , -9.30064
658.213 , -5.30064
658.607 , -5.30064
658.834 , -5.30064
659.245 , -24.3006
659.507 , -10.3006
659.892 , 5.69936
660.179 , 8.69936
660.612 , 29.6994
660.882 , 26.6994
661.283 , 44.6994
661.521 , 19.6994
661.918 , 5.69936
662.165 , -14.3006
662.608 , -39.3006
662.866 , -39.3006
663.317 , -20.3006
663.584 , -5.30064
664.036 , 0.699365
664.266 , 3.69936
664.69 , 8.69936
664.958 , 1.69936
665.372 , -1.30064
665.644 , 1.69936
666.046 , 25.6994
666.242 , 25.6994
666.666 , 24.6994
666.902 , 10.6994
667.318 , -1.30064
667.615 , 11.6994
668.053 , 5.69936
668.348 , 6.69936
668.782 , -5.30064
669.045 , -8.30064
669.42 , -5.30064
669.692 , -8.30064
670.111 , -6.30064
670.379 , -0.300635
670.788 , -1.30064
671.041 , 0.699365
671.459 , 9.69936
671.686 , 22.6994
672.08 , 30.6994
672.338 , 32.6994
672.779 , 13.6994
673 , 4.69936
673.404 , -12.3006
673.652 , -15.3006
674.043 , 3.69936
674.315 , 14.6994
674.727 , 26.6994
674.966 , 27.6994
675.388 , 18.6994
675.623 , 0.699365
676 , -38.3006
676.233 , -38.3006
676.668 , -21.3006
676.887 , -6.30064
677.325 , 0.699365
677.519 , -5.30064
677.931 , 31.6994
678.148 , 51.6994
678.526 , 51.6994
678.716 , 31.6994
679.146 , -35.3006
679.392 , -29.3006
679.844 , -30.3006
680.032 , -22.3006
680.469 , 3.69936
680.683 , 10.6994
681.077 , 22.6994
681.277 , 30.6994
681.716 , 27.6994
681.926 , 11.6994
682.321 , -65.3006
682.524 , -63.3006
682.937 , -13.3006
683.103 , 13.6994
683.453 , 30.6994
683.653 , 9.69936
684.03 , -30.3006
684.264 , -34.3006
684.636 , -16.3006
684.851 , 29.6994
685.273 , 71.6994
685.472 , 49.6994
685.82 , 27.6994
686.047 , 0.699365
686.169 , -9.30064
686.36 , -9.30064
686.781 , -35.3006
686.972 , -26.3006
687.37 , -31.3006
687.536 , -8.30064
687.955 , 18.6994
688.149 , 10.6994
688.558 , 17.6994
688.753 , 11.6994
689.173 , 14.6994
689.376 , 21.6994
689.765 , 16.6994
689.947 , 8.69936
690.316 , -0.300635
690.576 , -5.30064
690.984 , -16.3006
691.197 , -4.30064
691.633 , -2.30064
691.844 , -15.3006
692.232 , -51.3006
692.423 , -51.3006
692.793 , 1.69936
693.044 , 12.6994
693.456 , 33.6994
693.687 , 29.6994
694.105 , 6.69936
694.346 , -5.30064
694.768 , -5.30064
695.002 , 12.6994
695.417 , 6.69936
695.662 , -1.30064
696.084 , -24.3006
696.291 , -5.30064
696.695 , 30.6994
696.95 , 12.6994
697.349 , -7.30064
697.553 , -1.30064
697.951 , 0.699365
698.213 , 8.69936
698.607 , 10.6994
698.834 , 3.69936
699.245 , -32.3006
699.507 , -33.3006
699.892 , 1.69936
700.179 , 14.6994
700.612 , 25.6994
700.882 , 27.6994
701.283 , 11.6994
701.521 , 9.69936
701.918 , -3.30064
702.165 , -11.3006
702.608 , -14.3006
702.866 , -16.3006
703.317 , -2.30064
703.584 , 1.69936
704.036 , -5.30064
704.266 , 1.69936
704.69 , 17.6994
704.958 , 13.6994
705.372 , 5.69936
705.644 , 6.69936
706.046 , 3.69936
706.242 , 2.69936
706.666 , -31.3006
706.902 , -31.3006
707.318 , -0.300635
707.615 , 19.6994
708.053 , -4.30064
708.348 , -2.30064
708.782 , 6.69936
709.045 , 5.69936
709.42 , -4.30064
709.692 , 6.69936
710.111 , 29.6994
710.379 , 27.6994
710.788 , -13.3006
711.041 , -14.3006
711.459 , 0.699365
711.686 , 6.69936
712.08 , -13.3006
712.338 , -15.3006
712.779 , -1.30064
713 , 11.6994
713.404 , 13.6994
713.652 , 13.6994
714.043 , 23.6994
714.315 , 20.6994
714.727 , 7.69936
714.966 , 4.69936
715.388 , -22.3006
715.623 , -34.3006
716 , -42.3006
716.233 , -17.3006
716.668 , 18.6994
716.887 , 33.6994
717.325 , 61.6994
717.519 , 28.6994
717.931 , -7.30064
718.148 , -16.3006
718.526 , -28.3006
718.716 , -22.3006
719.146 , -15.3006
719.392 , 5.69936
